pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAR81046,7,0,2004,KARIKHO KRI,ST,Arunachal_Pradesh,TEZU,IND,IND,5684,M,1,4,FALSE,FALSE,61.01,2412,25.89,33,,2,4
AEAR81046,8,0,2009,KARIKHO KRI,ST,Arunachal_Pradesh,TEZU,INC,IND,8397,M,1,4,FALSE,TRUE,64.85,3845,29.69,36,,2,4
AEAR81046,9,0,2014,KARIKHO KRI,ST,Arunachal_Pradesh,TEZU,INC,INC,6666,M,2,4,FALSE,TRUE,47.55,6460,46.08,40,,2,4
AEAR81047,5,0,1995,KALIKHO PUL,,Arunachal_Pradesh,HAYULIANG,INC,,5261,M,1,5,FALSE,FALSE,67.24,2698,34.48,,,5,5
AEAR81047,6,0,1999,KALIKHO PUL,,Arunachal_Pradesh,HAUYULIANG,INC,INC,6778,M,1,5,FALSE,TRUE,86.18,6212,78.98,,,5,5
AEAR81047,7,0,2004,KALIKHO PUL,ST,Arunachal_Pradesh,HAYULIANG,INC,INC,4658,M,1,5,FALSE,TRUE,60.37,1600,20.74,35,,5,5
AEAR81047,8,0,2009,SHRI KALIKHO PUL,ST,Arunachal_Pradesh,HAYULIANG,INC,INC,7788,M,1,5,FALSE,TRUE,85.26,6790,74.34,37,,5,5
AEAR81047,9,0,2014,KALIKHOPUL,ST,Arunachal_Pradesh,HAYULIANG,INC,INC,7272,M,1,5,FALSE,TRUE,77.68,5770,61.64,45,,5,5
AEAR81048,9,0,2014,BANIMKRI,ST,Arunachal_Pradesh,HAYULIANG,BJP,,1502,M,2,1,FALSE,FALSE,16.05,1061,11.33,37,,,1
AEAR81049,9,0,2014,EJENSOYUN,ST,Arunachal_Pradesh,HAYULIANG,PPA,,441,M,3,1,FALSE,FALSE,4.71,295,3.15,34,,,1
AEAR81050,9,1,2016,Dasanglu pul,,Arunachal_Pradesh,HAYULIANG,BJP,,5326,F,1,1,FALSE,FALSE,54.85,942,9.7,,,1,1
AEAR81051,9,1,2016,yompi kri,,Arunachal_Pradesh,HAYULIANG,IND,,4384,F,2,1,FALSE,FALSE,45.15,0,0,,,,1
AEAR81052,1,0,1978,CHOW TEWA MIEN,,Arunachal_Pradesh,NOMSAI CHOWKHAM,JNP,,4542,M,1,8,FALSE,FALSE,41.99,1506,13.92,,,5,8
AEAR81052,2,0,1980,CHOW TEWA MIEN,,Arunachal_Pradesh,NAMSAI CHOWKHAM,INC(I),JNP,5402,M,2,8,TRUE,TRUE,47.01,0,0,,,5,8
AEAR81052,4,0,1990,CHOW TEWA MEIN,,Arunachal_Pradesh,CHOWKHAM,JD,INC(I),1422,M,2,8,TRUE,FALSE,25.22,179,3.17,,,5,8
AEAR81052,5,0,1995,CHOW TEWA MEIN,,Arunachal_Pradesh,CHOWKHAM,INC,JD,3793,M,1,8,TRUE,FALSE,47.56,844,10.58,,,5,8
AEAR81052,6,0,1999,CHOW TEWA MEIN,,Arunachal_Pradesh,CHOWKHAM,INC,INC,3200,M,2,8,FALSE,TRUE,39.51,2729,33.69,,,5,8
AEAR81052,7,0,2004,CHOW TEWA MEIN,ST,Arunachal_Pradesh,CHOWKHAM,BJP,INC,2431,M,1,8,TRUE,FALSE,29.07,635,7.59,61,,5,8
